Data,Hora,UmidadeAr,MedUAr,DesvUAr,Q1UAr,MedUAr,Q3UAr,OutUAr,Temp,MedT,DesvT,Q1T,MedT,Q3T,OutT,USolo,MedUS,DesvUS,Q1US,MedUS,Q3US,OutUS,Corr1,Corr2,Corr3
2025-10-05,19:35:00,22.00,2.75,7.78,0.00,0.00,0.00,SIM,25.60,3.20,9.05,0.00,0.00,0.00,SIM,61.00,7.63,21.57,0.00,0.00,0.00,SIM,0.0000,0.0000,0.0000
2025-10-05,19:40:00,22.00,5.50,10.18,0.00,0.00,22.00,NAO,25.60,6.40,11.85,0.00,0.00,25.60,NAO,57.00,14.75,27.33,0.00,0.00,57.00,NAO,0.0000,0.0000,0.0000
2025-10-05,19:45:00,23.00,8.38,11.56,0.00,0.00,22.00,NAO,25.50,9.59,13.23,0.00,0.00,25.60,NAO,58.00,22.00,30.38,0.00,0.00,58.00,NAO,0.0000,0.0000,0.0000
2025-10-05,19:50:00,26.00,11.63,12.49,0.00,22.00,23.00,NAO,25.40,12.76,13.64,0.00,25.40,25.60,NAO,61.00,29.62,31.70,0.00,57.00,61.00,NAO,0.0000,0.0000,0.0000
2025-10-05,19:55:00,30.00,15.38,12.99,0.00,22.00,26.00,NAO,25.20,15.91,13.18,0.00,25.40,25.60,NAO,61.00,37.25,30.88,0.00,58.00,61.00,NAO,0.0000,0.0000,0.0000
2025-10-05,20:00:00,35.00,19.75,12.97,22.00,23.00,30.00,NAO,25.10,19.05,11.76,25.10,25.40,25.60,NAO,56.00,44.25,27.38,56.00,58.00,61.00,NAO,0.0000,0.0000,0.0000
2025-10-05,20:05:00,38.00,24.50,11.59,22.00,26.00,35.00,NAO,24.90,22.16,8.96,25.10,25.40,25.60,NAO,56.00,51.25,20.82,56.00,58.00,61.00,NAO,0.0000,0.0000,0.0000
2025-10-05,20:10:00,40.00,29.50,7.37,23.00,30.00,38.00,NAO,24.90,25.27,0.29,25.10,25.40,25.60,NAO,57.00,58.38,2.26,57.00,58.00,61.00,NAO,0.0000,0.0000,0.0000
2025-10-05,20:15:00,42.00,32.00,7.84,26.00,35.00,40.00,NAO,24.90,25.19,0.28,24.90,25.20,25.50,NAO,58.00,58.00,2.00,57.00,58.00,61.00,NAO,0.0000,0.0000,0.0000
2025-10-05,20:20:00,43.00,34.63,7.52,30.00,38.00,42.00,NAO,24.90,25.10,0.24,24.90,25.10,25.40,NAO,60.00,58.38,2.07,57.00,58.00,61.00,NAO,0.0000,0.0000,0.0000
2025-10-05,20:25:00,43.00,37.13,6.33,35.00,40.00,43.00,NAO,24.90,25.02,0.19,24.90,24.90,25.20,NAO,55.00,58.00,2.39,56.00,58.00,61.00,NAO,0.0000,0.0000,0.0000
2025-10-05,20:30:00,44.00,39.38,4.84,38.00,42.00,43.00,NAO,24.90,24.96,0.12,24.90,24.90,25.10,NAO,55.00,57.25,2.25,56.00,57.00,60.00,NAO,-0.9787,0.4831,-0.5085
2025-10-05,20:35:00,44.00,41.13,3.23,40.00,43.00,44.00,NAO,24.90,24.92,0.07,24.90,24.90,24.90,NAO,56.00,56.63,1.69,56.00,56.00,58.00,NAO,-0.9787,0.4831,-0.5085
2025-10-05,20:40:00,44.00,42.25,2.19,42.00,43.00,44.00,NAO,24.90,24.90,0.01,24.90,24.90,24.90,NAO,55.00,56.50,1.77,55.00,56.00,58.00,NAO,-0.9787,0.4831,-0.5085
2025-10-05,20:45:00,44.00,43.00,1.41,43.00,44.00,44.00,NAO,24.90,24.90,0.01,24.90,24.90,24.90,NAO,59.00,56.88,1.96,55.00,57.00,59.00,NAO,-0.9787,0.4831,-0.5085
2025-10-05,20:50:00,44.00,43.50,0.76,43.00,44.00,44.00,NAO,24.90,24.90,0.01,24.90,24.90,24.90,NAO,59.00,57.13,2.10,55.00,58.00,59.00,NAO,-0.9787,0.4831,-0.5085
2025-10-05,20:55:00,44.00,43.75,0.46,44.00,44.00,44.00,NAO,24.90,24.90,0.01,24.90,24.90,24.90,NAO,57.00,57.00,2.07,55.00,57.00,59.00,NAO,-0.9787,0.4831,-0.5085
2025-10-05,21:00:00,44.00,43.88,0.35,44.00,44.00,44.00,NAO,24.90,24.90,0.01,24.90,24.90,24.90,NAO,55.00,56.38,1.77,55.00,56.00,59.00,NAO,-0.9787,0.4831,-0.5085
2025-10-05,21:05:00,45.00,44.13,0.35,44.00,44.00,44.00,SIM,24.80,24.89,0.04,24.90,24.90,24.90,SIM,56.00,56.50,1.69,55.00,56.00,59.00,NAO,-0.9787,0.4831,-0.5085
2025-10-05,21:10:00,45.00,44.25,0.46,44.00,44.00,45.00,NAO,24.80,24.87,0.05,24.90,24.90,24.90,SIM,56.00,56.63,1.60,56.00,56.00,59.00,NAO,-0.9787,0.4831,-0.5085
2025-10-05,21:15:00,45.00,44.38,0.52,44.00,44.00,45.00,NAO,24.70,24.85,0.08,24.80,24.90,24.90,NAO,59.00,57.00,1.77,56.00,57.00,59.00,NAO,-0.9787,0.4831,-0.5085
2025-10-05,21:20:00,46.00,44.63,0.74,44.00,45.00,45.00,NAO,24.70,24.82,0.09,24.80,24.90,24.90,NAO,56.00,57.13,1.64,56.00,57.00,59.00,NAO,-0.9787,0.4831,-0.5085
2025-10-05,21:25:00,46.00,44.88,0.83,44.00,45.00,46.00,NAO,24.70,24.80,0.09,24.70,24.80,24.90,NAO,57.00,56.88,1.46,56.00,57.00,59.00,NAO,-0.9787,0.4831,-0.5085
2025-10-05,21:30:00,46.00,45.13,0.83,45.00,45.00,46.00,NAO,24.70,24.77,0.09,24.70,24.80,24.90,NAO,55.00,56.38,1.30,56.00,56.00,57.00,NAO,-0.9602,0.0417,-0.2023
2025-10-05,21:35:00,46.00,45.38,0.74,45.00,46.00,46.00,NAO,24.70,24.75,0.08,24.70,24.70,24.80,NAO,56.00,56.25,1.28,56.00,56.00,57.00,NAO,-0.9602,0.0417,-0.2023
2025-10-05,21:40:00,46.00,45.63,0.52,45.00,46.00,46.00,NAO,24.70,24.72,0.05,24.70,24.70,24.80,NAO,58.00,56.63,1.30,56.00,56.00,58.00,NAO,-0.9602,0.0417,-0.2023
2025-10-05,21:45:00,46.00,45.75,0.46,46.00,46.00,46.00,NAO,24.70,24.71,0.04,24.70,24.70,24.70,NAO,55.00,56.50,1.41,56.00,56.00,58.00,NAO,-0.9602,0.0417,-0.2023
2025-10-05,21:50:00,46.00,45.88,0.35,46.00,46.00,46.00,NAO,24.70,24.70,0.01,24.70,24.70,24.70,NAO,55.00,56.38,1.51,55.00,56.00,58.00,NAO,-0.9602,0.0417,-0.2023
2025-10-05,21:55:00,46.00,46.00,0.00,46.00,46.00,46.00,NAO,24.70,24.70,0.01,24.70,24.70,24.70,NAO,60.00,56.50,1.77,55.00,56.00,58.00,NAO,-0.9602,0.0417,-0.2023
